stationCode,station_id,postcode,city
21030,1057039016,92100,Boulogne-Billancourt
21031,1057045129,92100,Boulogne-Billancourt
16024,1190800638,75016,Paris
21702,302725495,92170,Vanves
15043,303102719,75015,Paris
17039,27363277,75017,Paris
22604,303452950,92260,Fontenay-aux-Roses
20009,54000617,75020,Paris
10012,37921892,75010,Paris
16101,308082350,75016,Paris
17033,213691137,75017,Paris
42305,653126035,94230,Cachan
11032,210745258,75011,Paris
13121,653080383,75013,Paris
21028,653123610,92100,Boulogne-Billancourt
5107,6295,75005,Paris
10018,54000562,75010,Paris
20007,54000615,75020,Paris
32301,135806005,93230,Romainville
12043,66491395,75012,Paris
22008,402212574,92200,Neuilly-sur-Seine
20108,102326776,75020,Paris
21219,653135378,92120,Montrouge
13011,210751059,75013,Paris
32001,213952930,93210,Saint-Denis
31025,1057184567,93100,Montreuil
5014,34235349,75005,Paris
8549,559980654,75008,Paris
23902,18012983979,92390,Villeneuve-la-Garenne
32011,1057203651,93200,Saint-Denis
13033,453172172,75013,Paris
42701,478385490,94270,Le Kremlin-Bicêtre
20122,213706622,75020,Paris
16020,213686749,75016,Paris
18027,82572699,75018,Paris
13126,1057302263,75013,Paris
4003,27269170,75004,Paris
16030,82550543,75016,Paris
8020,82375611,75017,Paris
17015,443402852,75017,Paris
15023,38192,75015,Paris
4001,84958519,75004,Paris
22501,1062162270,92250,La Garenne-Colombes
42003,35101194,94200,Ivry-sur-Seine
13128,1057319366,75013,Paris
23003,458086607,92300,Levallois-Perret
14010,101491821,75014,Paris
14131,653081846,75014,Paris
17023,213689815,75017,Paris
19108,443198808,75019,Paris
4002,6294,75004,Paris
44007,620676855,94400,Vitry-sur-Seine
4016,98187918,75004,Paris
6008,13191324,75006,Paris
10105,210738704,75010,Paris
17003,82565383,75017,Paris
42501,102745622,94250,Gentilly
13109,213677219,75013,Paris
21204,85155919,92120,Montrouge
42209,1062238429,94220,Charenton-le-Pont
43001,369011098,94300,Vincennes
22206,102343591,92220,Bagneux
13106,27415150,75013,Paris
11021,7247,75020,Paris
21217,653134004,92120,Montrouge
15064,27415246,75015,Paris
15030,389788858,75015,Paris
9114,1056947780,75010,Paris
16011,38327,75016,Paris
12007,100925033,75012,Paris
25001,109609241,92500,Rueil-Malmaison
35007,82562496,93500,Pantin
47001,235197110,94700,Maisons-Alfort
44101,417088374,94410,Saint-Maurice
13032,439750210,75013,Paris
8037,42720305,75008,Paris
27004,653205656,92700,Colombes
22303,653147618,92230,Gennevilliers
92001,417623119,92000,Nanterre
21306,82584215,92130,Issy-les-Moulineaux
43010,428088564,94300,Vincennes
17107,365886904,75017,Paris
11017,221036108,75011,Paris
15057,653083263,75015,Paris
16002,85015750,75016,Paris
15004,27064639,75015,Paris
23010,102722579,92300,Levallois-Perret
6027,75641607,75006,Paris
18007,39151458,75018,Paris
19128,468354634,75019,Paris
22408,379063990,92240,Malakoff
15005,213682190,75015,Paris
18006,213692227,75018,Paris
21401,653137566,92140,Clamart
13044,213674686,75013,Paris
9027,38522,75009,Paris
17108,488889101,75017,Paris
4020,266422568,75004,Paris
15022,488872892,75015,Paris
23004,54000632,92300,Levallois-Perret
16001,488800137,75016,Paris
9024,129016495,75009,Paris
1021,1057730786,75001,Paris
33015,131094294,93300,Aubervilliers
7017,494183852,75007,Paris
15311,1057335613,75015,Paris
35006,491687415,93500,Pantin
41205,653083675,94120,Fontenay-sous-Bois
22015,653141822,92200,Neuilly-sur-Seine
12018,488980540,75012,Paris
17111,54000599,75017,Paris
44016,1057221951,94400,Vitry-sur-Seine
44005,653137567,94400,Vitry-sur-Seine
17119,54000600,75017,Paris
15011,82455731,75015,Paris
9004,15212034,75009,Paris
51002,1057399900,95100,Argenteuil
4021,210395439,75004,Paris
32601,491932748,93260,Les Lilas
15102,1057329581,75015,Paris
33016,1057378487,93300,Aubervilliers
12026,1057737444,75012,Paris
17123,2515636592,75017,Paris
6012,82336035,75006,Paris
13009,255322397,75013,Paris
27005,1314450240,92700,Colombes
15071,559595472,75015,Paris
21319,1057091571,92130,Issy-les-Moulineaux
9102,210582231,75009,Paris
9006,312870435,75009,Paris
18030,129106450,75018,Paris
92006,1057405802,92000,Nanterre
5024,27414544,75005,Paris
31005,213894629,93100,Montreuil
21314,1057354004,92130,Issy-les-Moulineaux
12038,129059516,75012,Paris
12005,100923502,75012,Paris
13516,1227051850,75013,Paris
12155,1057748427,75012,Paris
8116,1015246367,75008,Paris
9011,54000560,75009,Paris
13025,101017160,75013,Paris
12028,100933541,75012,Paris
9034,36391,75009,Paris
12035,100934967,75012,Paris
10021,15309045,75010,Paris
5115,1062783107,75005,Paris
41211,653086121,94120,Fontenay-sous-Bois
44011,653139897,94400,Vitry-sur-Seine
2108,285001735,75002,Paris
12101,101011685,75012,Paris
21707,27415547,92170,Vanves
4019,54000543,75004,Paris
5001,100769544,75005,Paris
15129,1057765913,75015,Paris
3102,1062704564,75003,Paris
20015,221043930,75020,Paris
51001,1057234527,95100,Argenteuil
8027,49498164,75008,Paris
15039,76121343,75015,Paris
21315,1057072168,92130,Issy-les-Moulineaux
13010,284787594,75013,Paris
2112,1062685145,75002,Paris
6022,1056715831,75006,Paris
15006,101742129,75015,Paris
21402,1057360420,92140,Clamart
41403,214119792,94140,Alfortville
13018,13912564,75013,Paris
23102,1057366813,92310,Sèvres
21303,37504995,92130,Issy-les-Moulineaux
33014,131908132,93300,Aubervilliers
9007,49117995,75009,Paris
13052,125811629,75013,Paris
17024,102307005,75008,Paris
15127,1057753858,75015,Paris
15036,54000590,75015,Paris
20105,27359295,75020,Paris
33103,81212212,93310,Le Pré-Saint-Gervais
14032,54000587,75014,Paris
14011,58311330,75014,Paris
41401,653087914,94140,Alfortville
6002,41219552,75006,Paris
14031,101738550,75014,Paris
20044,54000622,75020,Paris
16019,82339935,75016,Paris
33012,27414713,93300,Aubervilliers
10019,54000564,75010,Paris
11033,27363337,75011,Paris
41203,100967498,94120,Fontenay-sous-Bois
10033,6298,75010,Paris
18039,43247025,75018,Paris
16005,70903158,75016,Paris
17009,37879071,75017,Paris
5007,82332239,75005,Paris
20022,54000619,75020,Paris
4006,265201872,75004,Paris
12036,101008598,75012,Paris
14026,75525462,75014,Paris
16105,15462861,75016,Paris
10008,95845524,75010,Paris
16012,38407,75016,Paris
16036,82554449,75016,Paris
42505,39535340,94250,Gentilly
8117,1062797394,75008,Paris
10032,66491391,75010,Paris
12015,54000570,75012,Paris
48004,1062256852,94800,Villejuif
26004,1057373549,92600,Asnières-sur-Seine
18139,653089942,75018,Paris
16042,201923447,75016,Paris
1006,220504949,75001,Paris
15001,38060,75015,Paris
15008,41464928,75015,Paris
19110,27296946,75019,Paris
11112,15308712,75011,Paris
22201,653143563,92220,Bagneux
18202,9931940126,75018,Paris
3008,443153677,75003,Paris
6010,7295,75006,Paris
5015,66505510,75005,Paris
45002,1062245074,94500,Champigny-sur-Marne
15128,1057758764,75015,Paris
44014,653144717,94400,Vitry-sur-Seine
12037,42275164,75012,Paris
1007,75345531,75001,Paris
16037,85031184,75016,Paris
47003,97824043,94700,Maisons-Alfort
18004,66491379,75018,Paris
20034,39169029,75020,Paris
16013,35600927,75016,Paris
7012,100868590,75007,Paris
20001,30730,75020,Paris
20008,54000616,75020,Paris
18034,66491381,75018,Paris
6104,49094984,75006,Paris
12019,77773,75012,Paris
16102,15463487,75016,Paris
20104,52518,75020,Paris
14135,1062874070,75014,Paris
21309,82574198,92130,Issy-les-Moulineaux
8110,54000554,75008,Paris
20024,27415389,75020,Paris
3010,66491367,75003,Paris
12156,1062802530,75012,Paris
18140,653091206,75018,Paris
10034,27414902,75010,Paris
4108,653042678,75004,Paris
13005,66505516,75013,Paris
19002,49341735,75019,Paris
9009,15309674,75009,Paris
17019,125623876,75017,Paris
19201,2515672078,75019,Paris
19010,35317080,75019,Paris
10009,82396562,75010,Paris
22301,653146273,92230,Gennevilliers
15132,1062882947,75015,Paris
41405,653091677,94140,Alfortville
20006,35472299,75020,Paris
21026,1805255023,92100,Boulogne-Billancourt
32013,1057207064,93200,Saint-Denis
8028,128932790,75008,Paris
21953,1062982815,92190,Meudon
7021,128890772,75007,Paris
2015,66489651,75002,Paris
14137,1237624420,75014,Paris
14019,27415179,75014,Paris
3011,100760396,75003,Paris
31709,129152818,93170,Bagnolet
9037,129023855,75009,Paris
3001,266963426,75003,Paris
10027,210585225,75010,Paris
10006,27313492,75010,Paris
22401,262607058,92240,Malakoff
12002,39626277,75012,Paris
19129,1062911162,75019,Paris
21506,1074095810,92150,Suresnes
4103,128880156,75004,Paris
14103,27364642,75014,Paris
10011,338824395,75010,Paris
20029,27415411,75020,Paris
2003,210387163,75002,Paris
22503,653150828,92250,La Garenne-Colombes
1102,443654970,75001,Paris
21110,27415512,92110,Clichy
13017,15153595,75013,Paris
15111,471094898,75015,Paris
3005,66499894,75003,Paris
12020,1057290902,75012,Paris
2021,42341698,75002,Paris
24006,653187900,92400,Courbevoie
3009,128874528,75003,Paris
14132,1062827573,75014,Paris
4014,54000542,75004,Paris
26005,1074187051,92600,Asnières-sur-Seine
2005,100759356,75002,Paris
3012,331153695,75003,Paris
23702,1074142878,92370,Chaville
13125,1064000778,75013,Paris
14022,213680246,75014,Paris
2002,54000465,75001,Paris
19012,1074060095,75019,Paris
31001,80419347,94300,Vincennes
21507,1063000561,92150,Suresnes
22306,11874261013,92230,Gennevilliers
14023,213680553,75014,Paris
22502,1063012692,92250,La Garenne-Colombes
3006,54000538,75003,Paris
4015,100767550,75004,Paris
3003,96608796,75003,Paris
22504,653152142,92250,La Garenne-Colombes
19111,653094517,75019,Paris
9111,129029327,75009,Paris
5122,1063971944,75006,Paris
48005,1063429705,94800,Villejuif
14133,1062833975,75014,Paris
4012,58391194,75004,Paris
21215,2515756572,92120,Montrouge
41208,1063410400,94120,Fontenay-sous-Bois
42704,80298493,94270,Le Kremlin-Bicêtre
21706,98132679,92170,Vanves
10041,1063984816,75010,Paris
1014,478250062,75001,Paris
4009,128878135,75004,Paris
26006,1063044618,92600,Asnières-sur-Seine
42211,11908510683,94220,Charenton-le-Pont
42026,1063421211,94200,Ivry-sur-Seine
2012,569583918,75002,Paris
12163,1074333296,75012,Paris
3002,54000537,75003,Paris
4101,1396728955,75004,Paris
21509,11908496227,92150,Suresnes
13054,49423507,75013,Paris
1012,128834707,75001,Paris
2004,78374110,75002,Paris
19130,653097126,75019,Paris
35012,391845823,93500,Pantin
21505,653140345,92150,Suresnes
2016,15290700,75002,Paris
4018,6352,75004,Paris
4017,48800374,75004,Paris
44001,1074204954,94400,Vitry-sur-Seine
16044,129083553,75016,Paris
4007,380891087,75004,Paris
33020,2515885093,93300,Aubervilliers
32019,653072212,93200,Saint-Denis
9039,54001189,75009,Paris
22506,653153519,92250,La Garenne-Colombes
1025,276989966,75001,Paris
2008,6293,75002,Paris
1026,128843085,75001,Paris
23101,1063027377,92310,Sèvres
18015,15433394,75018,Paris
1018,210386007,75001,Paris
17106,653085678,75017,Paris
1116,6245,75001,Paris
12164,1074339090,75012,Paris
32024,18013122841,93200,Saint-Denis
14134,1062844489,75014,Paris
13038,39887632,75013,Paris
1017,27414358,75001,Paris
15040,101751231,75015,Paris
23107,18013073681,92310,Sèvres
6201,17174675707,75006,Paris
17021,54000596,75017,Paris
6026,39169877,75006,Paris
22601,653155159,92260,Fontenay-aux-Roses
42018,653099465,94200,Ivry-sur-Seine
1023,323468705,75001,Paris
48008,1810975577,94800,Villejuif
5003,35380305,75005,Paris
19202,17364714962,75019,Paris
14201,17364417797,75014,Paris
27001,1063053136,92700,Colombes
3007,653040243,75003,Paris
31020,1063061372,93100,Montreuil
28005,2705356759,92800,Puteaux
35005,214019379,93500,Pantin
18112,82574979,75018,Paris
10201,1599896463,75010,Paris
16139,2705290225,75116,Paris
6007,100790494,75006,Paris
27006,2705338817,92700,Colombes
42028,1074410417,94200,Ivry-sur-Seine
12166,1074352578,75012,Paris
22603,653156540,92140,Clamart
12113,54000573,75012,Paris
2109,653031913,75002,Paris
21119,1981490798,92110,Clichy
16010,129080400,75016,Paris
23042,1074428106,92340,Bourg-la-Reine
2102,66491366,75002,Paris
42019,653102462,94200,Ivry-sur-Seine
2020,27414527,75002,Paris
19046,653092274,75019,Paris
32020,1057210479,93200,Saint-Denis
16201,18013112116,75016,Paris
32022,16816575934,93200,Saint-Denis
1015,210328645,75001,Paris
1008,311153993,75001,Paris
2006,99886640,75002,Paris
9019,6297,75009,Paris
1024,208603342,75001,Paris
44004,632086890,94400,Vitry-sur-Seine
13202,18023659071,75013,Paris
6029,210408693,75006,Paris
12202,18013132487,75012,Paris
20010,653104215,75020,Paris
19118,54000557,75019,Paris
12016,49424560,75012,Paris
23301,653165196,92330,Sceaux
42210,11146696292,94220,Charenton-le-Pont
34013,11146714746,93400,Saint-Ouen-sur-Seine
44008,1074390359,94400,Vitry-sur-Seine
23104,653159330,92310,Sèvres
21011,653110858,92100,Boulogne-Billancourt
20140,653107480,75020,Paris
48012,1988517250,94800,Villejuif
23303,653166892,92330,Sceaux
42022,653106960,94200,Ivry-sur-Seine
15018,82468690,75015,Paris
26012,16899499876,92600,Asnières-sur-Seine
17020,39565873,75017,Paris
20048,74864208,75020,Paris
10166,2002864789,75010,Paris
45004,1074398925,94500,Champigny-sur-Marne
23202,12225158518,92320,Châtillon
13049,567884788,75013,Paris
6015,99950133,75006,Paris
13051,549480297,75013,Paris
32605,17721073284,93260,Les Lilas
17202,16899518505,75017,Paris
8202,17729456391,75008,Paris
23206,12225289563,92320,Châtillon
10202,12196660096,75010,Paris
42030,16898865154,94200,Ivry-sur-Seine
23703,653175838,92370,Chaville
5027,84960402,75005,Paris
20142,2515701705,75020,Paris
42024,653110492,94200,Ivry-sur-Seine
48001,17869323774,94800,Villejuif
51008,15550433574,95100,Argenteuil
18135,486750405,75018,Paris
24101,11438171152,92410,Ville-d'Avray
34011,10773448319,93400,Saint-Ouen-sur-Seine
21329,16529895896,92130,Issy-les-Moulineaux
21704,102339791,92170,Vanves
15203,16529911795,75015,Paris
19121,52474,75019,Paris
25007,11218473640,92500,Rueil-Malmaison
19114,125370566,75019,Paris
12123,66491396,75012,Paris
19006,78124875,75019,Paris
21002,102328355,92100,Boulogne-Billancourt
13024,54000578,75013,Paris
24004,653180903,92400,Courbevoie
13015,101015227,75013,Paris
8018,76352106,75008,Paris
23041,102724418,92340,Bourg-la-Reine
24005,653184632,92400,Courbevoie
18010,27363206,75018,Paris
8052,49791363,75008,Paris
8040,74805344,75008,Paris
15069,102287315,75015,Paris
13116,42950428,75013,Paris
11111,100921894,75011,Paris
13006,82429586,75013,Paris
12119,37995,94220,Charenton-le-Pont
48006,653193536,94800,Villejuif
15012,54000589,75015,Paris
18016,74692052,75018,Paris
19117,35080917,75019,Paris
34010,11218807773,93400,Saint-Ouen-sur-Seine
15053,101759167,75015,Paris
21022,653114003,92100,Boulogne-Billancourt
9025,66491390,75009,Paris
20003,89553051,75020,Paris
15041,54000591,75015,Paris
10003,37420,75010,Paris
11022,7402,75011,Paris
41103,75352635,94110,Arcueil
41602,34836174,94160,Saint-Mandé
13028,6354,75013,Paris
14004,35263507,75014,Paris
14027,27415194,75014,Paris
42303,653114443,94230,Cachan
48002,653190196,94800,Villejuif
41605,27363156,94160,Saint-Mandé
30003,16206842336,93000,Bobigny
20012,39776330,75020,Paris
35013,66491409,93500,Pantin
20020,82583924,75020,Paris
12008,124183944,75012,Paris
12102,27363389,75012,Paris
13120,66491373,94200,Ivry-sur-Seine
15024,27363058,75015,Paris
43007,102751453,94300,Vincennes
20110,54000624,75020,Paris
20032,58086242,75020,Paris
22701,16206691682,92270,Bois-Colombes
15050,27399547,75015,Paris
16025,54000610,75016,Paris
13036,101022698,75013,Paris
14035,82440673,75014,Paris
6025,13356269,75006,Paris
14009,54000583,75014,Paris
17117,74858883,75017,Paris
16017,63279,75016,Paris
18021,125918662,75018,Paris
16116,15163771,75016,Paris
20013,82571023,75020,Paris
7023,100893610,75007,Paris
15045,27363205,75015,Paris
25004,653197206,92500,Rueil-Malmaison
12022,27415256,75012,Paris
14005,101488317,75014,Paris
15027,6497,75015,Paris
21023,653118283,92100,Boulogne-Billancourt
31105,124167835,93110,Rosny-sous-Bois
20014,27415371,75020,Paris
5033,82335295,75005,Paris
42205,66491384,94220,Charenton-le-Pont
30004,16931052467,93000,Bobigny
43004,102748267,94300,Vincennes
8046,28233012,75008,Paris
7010,128884445,75007,Paris
17110,49829553,75017,Paris
31701,102752610,93170,Bagnolet
22404,37848502,92120,Montrouge
8007,54000552,75008,Paris
21218,16930981813,92120,Montrouge
17006,66491382,75017,Paris
18101,39882420,75018,Paris
6028,54000547,75006,Paris
20005,27415360,75020,Paris
21207,82588494,92120,Montrouge
10031,125542925,75010,Paris
11016,54000568,75011,Paris
12122,82425449,75012,Paris
15120,7234,75015,Paris
16033,82551956,75016,Paris
21205,85160045,92120,Montrouge
16023,35816213,75016,Paris
24007,653190279,92400,Courbevoie
6004,99840124,75006,Paris
15114,39311270,75015,Paris
11029,82413301,75011,Paris
19014,80077998,75019,Paris
15014,13248144,75015,Paris
11028,82408364,75011,Paris
13055,66491372,75013,Paris
22014,54000631,92200,Neuilly-sur-Seine
20106,54000623,75020,Paris
21027,653121023,92100,Boulogne-Billancourt
15044,76507850,75015,Paris
12040,101010226,75012,Paris
25002,653194214,92500,Rueil-Malmaison
15113,11375742,75015,Paris
13023,42588096,75013,Paris
6005,66491369,75006,Paris
16022,27363397,75016,Paris
20011,39878420,75020,Paris
19001,27415333,75019,Paris
6020,99798962,75006,Paris
21007,82588656,92100,Boulogne-Billancourt
19007,35471668,75019,Paris
21016,27415500,92100,Boulogne-Billancourt
5105,11580442,75005,Paris
11018,27414932,75011,Paris
13013,66507230,75013,Paris
19123,125881065,75019,Paris
21107,54000627,92110,Clichy
13008,27415083,75013,Paris
22007,54000629,92200,Neuilly-sur-Seine
12039,27415004,75012,Paris
13037,27415128,75013,Paris
5031,84961467,75005,Paris
12017,27414937,75012,Paris
21511,14623073464,92150,Suresnes
14025,27363504,75014,Paris
6009,100227241,75006,Paris
42027,2254322638,94200,Ivry-sur-Seine
16104,15377776,75016,Paris
20033,70736110,75020,Paris
11040,15298647,75011,Paris
30005,16210188070,93000,Bobigny
17050,129095489,75017,Paris
8044,66491388,75008,Paris
1201,16043228469,75001,Paris
21510,15189890802,92150,Suresnes
51007,16043316164,95100,Argenteuil
11038,311552027,75011,Paris
17036,121160813,75017,Paris
21033,11063317380,92100,Boulogne-Billancourt
44010,1057387136,94400,Vitry-sur-Seine
21112,54000628,92110,Clichy
26010,17225742003,92600,Asnières-sur-Seine
22703,15187848239,92270,Bois-Colombes
24010,16043242148,92400,Courbevoie
25009,13568870765,92500,Rueil-Malmaison
41304,16043282800,94130,Nogent-sur-Marne
10028,37647,75010,Paris
10001,218903767,75010,Paris
41101,214097180,94110,Arcueil
8003,54000551,75008,Paris
20030,54000621,75011,Paris
16140,2515618216,75016,Paris
7007,100863462,75007,Paris
3201,16965900639,75003,Paris
20035,85123644,75020,Paris
21508,11908488283,92150,Suresnes
15032,253357936,75015,Paris
20037,42517412,75020,Paris
19045,213699079,75019,Paris
23106,17018170219,92310,Sèvres
22302,15066765479,92230,Gennevilliers
13053,213676294,75013,Paris
9029,95073815,75009,Paris
48011,17451132826,94800,Villejuif
41212,10647548670,94120,Fontenay-sous-Bois
34009,10647608657,93400,Saint-Ouen-sur-Seine
10151,54000556,75010,Paris
8031,54000555,75008,Paris
21327,17451195211,92130,Issy-les-Moulineaux
26011,17047102542,92270,Bois-Colombes
22208,17450286381,92220,Bagneux
22209,17225721242,92220,Bagneux
11001,39149651,75011,Paris
45005,16134135570,94500,Champigny-sur-Marne
35021,11266280626,93500,Pantin
18045,27033125,75018,Paris
25010,16134083337,92500,Rueil-Malmaison
18018,49039283,75018,Paris
10025,35642049,75010,Paris
32305,17261310217,93230,Romainville
22305,11851012506,92230,Gennevilliers
21320,16379269732,92130,Issy-les-Moulineaux
22507,13341879803,92250,La Garenne-Colombes
12165,1074347188,75012,Paris
12001,84986959,75012,Paris
21954,2515774908,92190,Meudon
22602,12943772652,92260,Fontenay-aux-Roses
11201,15826185972,75011,Paris
10038,123546861,75010,Paris
22005,252301607,92200,Neuilly-sur-Seine
12106,82423726,75012,Paris
23205,12959947458,92320,Châtillon
32023,12948189248,93200,Saint-Denis
23201,12806084887,92320,Châtillon
18203,102317064,75018,Paris
23203,11851103861,92320,Châtillon
9035,210581084,75009,Paris
17126,11438049493,75017,Paris
34005,11437651826,93400,Saint-Ouen-sur-Seine
17127,11438116799,75017,Paris
26008,11437761399,92600,Asnières-sur-Seine
26009,11437961617,92600,Asnières-sur-Seine
34008,11004720021,93400,Saint-Ouen-sur-Seine
34012,11437706131,93400,Saint-Ouen-sur-Seine
23204,13373758036,92320,Châtillon
31301,13373801574,93130,Noisy-le-Sec
21514,13373712848,92150,Suresnes
31303,13373848216,93130,Noisy-le-Sec
21302,102335085,92130,Issy-les-Moulineaux
10026,82402482,75010,Paris
17010,129088667,75017,Paris
18023,54000604,75018,Paris
18026,43247738,75018,Paris
18024,102311820,75018,Paris
8004,315022587,75008,Paris
13123,1062807847,75013,Paris
18043,126354477,75018,Paris
42004,368766689,94200,Ivry-sur-Seine
13014,210753033,75013,Paris
21501,653139063,92150,Suresnes
31201,18523627466,93120,La Courneuve
4104,478732841,75004,Paris
33019,2515855808,93300,Aubervilliers
31202,18523643190,93120,La Courneuve
15013,82457375,75015,Paris
15056,34742973,75015,Paris
19204,18206879942,75019,Paris
15062,82499609,75015,Paris
18134,507934805,75018,Paris
12010,452347778,75012,Paris
10114,129042700,75010,Paris
47007,907054879,94700,Maisons-Alfort
15058,101761298,75015,Paris
13035,452341449,75013,Paris
1003,437741660,75001,Paris
5201,18099679477,75005,Paris
9104,129026597,75009,Paris
12105,101013666,75012,Paris
11014,74635382,75011,Paris
18041,39202840,75018,Paris
11037,312165511,75011,Paris
19018,523900881,75019,Paris
35001,213999554,93300,Aubervilliers
11020,43165673,75011,Paris
3004,442739463,75003,Paris
35002,27415736,93500,Pantin
11102,82417874,75011,Paris
12157,581480367,75012,Paris
11011,42907187,75011,Paris
21213,653131074,92120,Montrouge
18044,653087180,75009,Paris
11009,478952881,75011,Paris
15060,30641281,75015,Paris
11012,54000567,75011,Paris
7111,476053320,75007,Paris
21021,117480156,92100,Boulogne-Billancourt
15105,213684314,75015,Paris
8057,210573120,75008,Paris
18042,256403519,75018,Paris
8039,121086415,75008,Paris
7109,1062742831,75007,Paris
7025,128915891,75007,Paris
16103,213687475,75016,Paris
11046,129050965,75011,Paris
8002,394404659,75008,Paris
32012,653046369,93200,Saint-Denis
4010,476155906,75004,Paris
4005,516395829,75004,Paris
12127,653073004,75012,Paris
23011,54000634,92300,Levallois-Perret
12107,54000572,75012,Paris
15122,384370499,75015,Paris
